image	set	methodA	methodB	bg_bg	bg_lv	bg_my	lv_bg	lv_lv	lv_my	my_bg	my_lv	my_my
55_slice010_frame014	train	scaled_masks	imagenetTransferLearn	63749	0	13	0	897	14	84	38	741
53_slice009_frame013	train	scaled_masks	imagenetTransferLearn	63307	0	106	0	1291	19	42	83	688
17_slice013_frame017	train	scaled_masks	imagenetTransferLearn	64058	0	51	0	899	3	17	48	460
27_slice009_frame015	test	scaled_masks	imagenetTransferLearn	63330	0	68	0	1527	50	20	9	532
32_slice011_frame001	train	scaled_masks	imagenetTransferLearn	63288	0	35	0	1484	18	58	37	616
52_slice004_frame005	train	scaled_masks	imagenetTransferLearn	64326	0	54	0	544	73	21	0	518
35_slice006_frame018	val	scaled_masks	imagenetTransferLearn	64065	0	125	0	882	33	10	47	374
21_slice011_frame008	train	scaled_masks	imagenetTransferLearn	63720	0	70	0	889	18	34	88	717
52_slice012_frame017	train	scaled_masks	imagenetTransferLearn	63131	0	51	0	1517	73	41	13	710
32_slice011_frame015	train	scaled_masks	imagenetTransferLearn	63316	0	61	0	1450	32	16	42	619
17_slice004_frame009	train	scaled_masks	imagenetTransferLearn	64157	0	38	0	536	53	12	14	726
23_slice002_frame000	train	scaled_masks	imagenetTransferLearn	64797	0	89	0	346	0	0	59	245
35_slice004_frame011	val	scaled_masks	imagenetTransferLearn	64450	0	182	0	430	28	9	26	411
30_slice003_frame018	val	scaled_masks	imagenetTransferLearn	64779	0	15	11	320	153	136	2	120
22_slice005_frame015	train	scaled_masks	imagenetTransferLearn	64200	0	36	0	817	25	38	25	395
51_slice004_frame018	train	scaled_masks	imagenetTransferLearn	64232	0	35	0	790	15	39	24	401
55_slice000_frame018	train	scaled_masks	imagenetTransferLearn	64643	0	11	0	321	8	42	70	441
51_slice009_frame000	train	scaled_masks	imagenetTransferLearn	63461	0	39	0	1349	30	44	42	571
19_slice009_frame012	val	scaled_masks	imagenetTransferLearn	62964	0	118	0	1519	18	23	106	788
30_slice004_frame019	val	scaled_masks	imagenetTransferLearn	64432	0	79	0	607	47	60	19	292
19_slice011_frame012	val	scaled_masks	imagenetTransferLearn	62819	0	65	0	1598	33	16	47	958
55_slice005_frame012	train	scaled_masks	imagenetTransferLearn	63757	0	98	0	1038	32	9	22	580
17_slice010_frame020	train	scaled_masks	imagenetTransferLearn	63499	0	82	0	1264	12	17	84	578
19_slice002_frame016	val	scaled_masks	imagenetTransferLearn	64583	0	89	0	441	49	3	3	368
43_slice001_frame009	train	scaled_masks	imagenetTransferLearn	65536	0	0	0	0	0	0	0	0
44_slice007_frame002	train	scaled_masks	imagenetTransferLearn	63813	0	78	0	1035	22	5	57	526
19_slice013_frame012	val	scaled_masks	imagenetTransferLearn	62851	0	48	0	1436	73	100	63	965
42_slice015_frame001	val	scaled_masks	imagenetTransferLearn	62853	0	9	613	1034	11	779	12	225
26_slice005_frame000	test	scaled_masks	imagenetTransferLearn	63347	0	127	0	1319	1	13	172	557
17_slice014_frame018	train	scaled_masks	imagenetTransferLearn	65536	0	0	0	0	0	0	0	0
35_slice011_frame023	val	scaled_masks	imagenetTransferLearn	63370	0	110	0	1381	25	0	46	604
36_slice013_frame019	val	scaled_masks	imagenetTransferLearn	64262	0	0	647	209	0	292	10	116
17_slice006_frame022	train	scaled_masks	imagenetTransferLearn	63660	0	53	0	1209	24	26	26	538
52_slice014_frame022	train	scaled_masks	imagenetTransferLearn	63421	0	149	0	1339	29	0	32	566
44_slice003_frame002	train	scaled_masks	imagenetTransferLearn	64459	0	47	0	476	8	12	68	466
30_slice012_frame017	val	scaled_masks	imagenetTransferLearn	63575	0	103	0	1169	6	5	66	612
30_slice007_frame010	val	scaled_masks	imagenetTransferLearn	64045	0	73	0	743	6	26	35	608
36_slice005_frame023	val	scaled_masks	imagenetTransferLearn	63985	0	100	0	1006	23	3	32	387
44_slice001_frame001	train	scaled_masks	imagenetTransferLearn	64871	0	134	0	219	2	26	83	201
17_slice002_frame002	train	scaled_masks	imagenetTransferLearn	64430	0	58	0	566	55	18	9	400
51_slice000_frame018	train	scaled_masks	imagenetTransferLearn	65115	0	8	0	129	2	53	22	207
43_slice004_frame009	train	scaled_masks	imagenetTransferLearn	64068	0	163	0	765	9	3	123	405
52_slice003_frame018	train	scaled_masks	imagenetTransferLearn	64467	0	80	0	552	23	14	63	337
19_slice000_frame000	val	scaled_masks	imagenetTransferLearn	65536	0	0	0	0	0	0	0	0
50_slice002_frame009	train	scaled_masks	imagenetTransferLearn	65530	0	6	0	0	0	0	0	0
42_slice002_frame013	val	scaled_masks	imagenetTransferLearn	64221	0	34	0	642	30	118	40	451
27_slice013_frame010	test	scaled_masks	imagenetTransferLearn	65536	0	0	0	0	0	0	0	0
52_slice009_frame023	train	scaled_masks	imagenetTransferLearn	62934	0	79	0	1788	35	14	55	631
26_slice010_frame012	test	scaled_masks	imagenetTransferLearn	63372	0	117	0	998	10	23	48	968
52_slice001_frame021	train	scaled_masks	imagenetTransferLearn	65105	0	50	0	114	15	13	42	197
52_slice005_frame011	train	scaled_masks	imagenetTransferLearn	64117	0	33	0	563	18	20	24	761
30_slice008_frame017	val	scaled_masks	imagenetTransferLearn	63691	0	18	0	1158	41	80	30	518
43_slice009_frame002	train	scaled_masks	imagenetTransferLearn	63151	0	63	0	1380	24	27	34	857
31_slice004_frame009	train	scaled_masks	imagenetTransferLearn	64571	0	26	0	505	22	25	12	375
51_slice005_frame007	train	scaled_masks	imagenetTransferLearn	64216	0	76	0	537	1	10	85	611
52_slice013_frame016	train	scaled_masks	imagenetTransferLearn	63343	0	114	0	1357	49	12	53	608
53_slice002_frame005	train	scaled_masks	imagenetTransferLearn	64282	0	123	0	495	9	0	42	585
43_slice009_frame012	train	scaled_masks	imagenetTransferLearn	63031	0	116	0	1562	1	15	120	691
50_slice016_frame015	train	scaled_masks	imagenetTransferLearn	65150	210	176	0	0	0	0	0	0
