image	set	methodA	methodB	bg_bg	bg_lv	bg_my	lv_bg	lv_lv	lv_my	my_bg	my_lv	my_my
31_slice011_frame008	train	scaled_masks	plainLearn	63983	0	137	0	751	0	0	108	557
19_slice013_frame006	val	scaled_masks	plainLearn	63666	0	0	970	0	0	898	0	2
28_slice007_frame001	test	scaled_masks	plainLearn	63343	0	155	0	1411	34	25	22	546
22_slice002_frame002	train	scaled_masks	plainLearn	64814	0	36	0	326	31	36	23	270
30_slice007_frame023	val	scaled_masks	plainLearn	63777	0	90	0	1118	20	7	63	461
53_slice003_frame016	train	scaled_masks	plainLearn	63871	0	61	0	999	26	12	21	546
55_slice005_frame017	train	scaled_masks	plainLearn	63594	0	77	0	1190	19	7	49	600
27_slice004_frame016	test	scaled_masks	plainLearn	64017	0	70	0	993	51	40	11	354
20_slice009_frame003	train	scaled_masks	plainLearn	63613	0	54	0	973	13	24	88	771
23_slice016_frame008	train	scaled_masks	plainLearn	65536	0	0	0	0	0	0	0	0
28_slice012_frame018	test	scaled_masks	plainLearn	63515	0	25	0	1190	25	34	65	682
44_slice015_frame019	train	scaled_masks	plainLearn	65536	0	0	0	0	0	0	0	0
20_slice009_frame016	train	scaled_masks	plainLearn	63333	0	138	0	1419	19	2	43	582
22_slice013_frame010	train	scaled_masks	plainLearn	64236	0	106	0	659	0	6	136	393
23_slice004_frame005	train	scaled_masks	plainLearn	64375	0	95	0	465	42	27	35	497
52_slice011_frame007	train	scaled_masks	plainLearn	63587	0	58	0	960	61	65	60	745
30_slice008_frame012	val	scaled_masks	plainLearn	63746	1	93	0	1072	34	33	133	424
55_slice009_frame010	train	scaled_masks	plainLearn	64000	0	54	0	676	0	24	96	686
20_slice014_frame009	train	scaled_masks	plainLearn	65536	0	0	0	0	0	0	0	0
43_slice011_frame011	train	scaled_masks	plainLearn	62773	0	101	0	1688	12	56	30	876
35_slice011_frame001	val	scaled_masks	plainLearn	63364	0	82	0	1363	11	19	47	650
20_slice006_frame000	train	scaled_masks	plainLearn	63683	0	118	0	1075	0	2	104	554
27_slice001_frame016	test	scaled_masks	plainLearn	64601	0	76	0	517	38	26	27	251
44_slice009_frame018	train	scaled_masks	plainLearn	63480	0	121	0	1359	37	0	38	501
35_slice006_frame020	val	scaled_masks	plainLearn	64014	0	137	0	917	44	6	12	406
17_slice011_frame002	train	scaled_masks	plainLearn	63524	0	43	0	1207	20	33	95	614
20_slice008_frame008	train	scaled_masks	plainLearn	63836	0	20	0	760	14	52	49	805
20_slice007_frame020	train	scaled_masks	plainLearn	63582	0	65	0	1214	0	26	93	556
52_slice002_frame010	train	scaled_masks	plainLearn	64837	0	26	0	110	0	82	20	461
31_slice003_frame012	train	scaled_masks	plainLearn	64744	0	59	0	482	32	3	29	187
30_slice013_frame014	val	scaled_masks	plainLearn	63856	0	72	0	975	14	28	45	546
28_slice014_frame002	test	scaled_masks	plainLearn	65536	0	0	0	0	0	0	0	0
28_slice010_frame000	test	scaled_masks	plainLearn	63280	0	67	0	1454	18	15	60	642
53_slice001_frame011	train	scaled_masks	plainLearn	64425	0	39	0	429	33	66	13	531
28_slice009_frame012	test	scaled_masks	plainLearn	63310	0	127	0	1393	8	3	103	592
53_slice003_frame011	train	scaled_masks	plainLearn	64042	0	27	0	716	13	76	21	641
35_slice006_frame019	val	scaled_masks	plainLearn	64042	0	140	0	908	39	5	21	381
42_slice002_frame012	val	scaled_masks	plainLearn	64312	0	22	0	579	66	121	54	382
51_slice010_frame024	train	scaled_masks	plainLearn	63422	0	50	0	1362	32	38	23	609
42_slice008_frame009	val	scaled_masks	plainLearn	62716	0	21	0	1865	58	75	29	772
55_slice009_frame006	train	scaled_masks	plainLearn	64024	0	65	0	754	11	13	39	630
55_slice011_frame024	train	scaled_masks	plainLearn	65536	0	0	0	0	0	0	0	0
53_slice014_frame002	train	scaled_masks	plainLearn	63372	0	25	0	1236	26	96	45	736
42_slice009_frame001	val	scaled_masks	plainLearn	62619	0	108	0	1772	84	69	53	831
17_slice013_frame016	train	scaled_masks	plainLearn	64064	0	54	0	906	16	14	30	452
