image	set	methodA	methodB	bg_bg	bg_lv	bg_my	lv_bg	lv_lv	lv_my	my_bg	my_lv	my_my
28_slice007_frame008	test	scaled_masks_TR	doubleTransferLearn	63763	0	0	0	936	30	98	20	689
26_slice010_frame007	test	scaled_masks_TR	doubleTransferLearn	63365	0	74	0	1014	6	35	83	959
28_slice007_frame010	test	scaled_masks_TR	doubleTransferLearn	63519	0	15	0	1226	40	93	35	608
28_slice011_frame008	test	scaled_masks_TR	doubleTransferLearn	64152	0	48	0	740	7	67	32	490
26_slice010_frame021	test	scaled_masks_TR	doubleTransferLearn	62770	0	35	0	1661	75	179	29	787
28_slice005_frame019	test	scaled_masks_TR	doubleTransferLearn	63665	0	35	0	1225	21	36	36	518
27_slice009_frame003	test	scaled_masks_TR	doubleTransferLearn	63430	0	20	0	1283	25	43	59	676
27_slice008_frame010	test	scaled_masks_TR	doubleTransferLearn	63444	0	25	0	1292	55	82	19	619
26_slice004_frame021	test	scaled_masks_TR	doubleTransferLearn	63844	0	45	0	1053	16	48	38	492
27_slice005_frame016	test	scaled_masks_TR	doubleTransferLearn	63738	0	18	0	1151	34	78	36	481
27_slice011_frame010	test	scaled_masks_TR	doubleTransferLearn	63379	0	2	0	1197	185	173	35	565
27_slice010_frame013	test	scaled_masks_TR	doubleTransferLearn	63257	0	30	0	1518	5	41	36	649
26_slice007_frame000	test	scaled_masks_TR	doubleTransferLearn	63051	0	18	0	1686	38	60	6	677
27_slice009_frame000	test	scaled_masks_TR	doubleTransferLearn	63075	0	14	0	1596	36	82	26	707
27_slice009_frame017	test	scaled_masks_TR	doubleTransferLearn	63207	0	10	0	1510	8	88	57	656
27_slice013_frame008	test	scaled_masks_TR	doubleTransferLearn	65536	0	0	0	0	0	0	0	0
26_slice005_frame002	test	scaled_masks_TR	doubleTransferLearn	63447	0	35	0	1347	9	40	42	616
28_slice004_frame014	test	scaled_masks_TR	doubleTransferLearn	63924	0	24	0	1022	61	64	14	427
27_slice013_frame001	test	scaled_masks_TR	doubleTransferLearn	64865	438	233	0	0	0	0	0	0
28_slice006_frame019	test	scaled_masks_TR	doubleTransferLearn	63445	0	1	0	1296	30	138	49	577
28_slice002_frame008	test	scaled_masks_TR	doubleTransferLearn	64658	0	93	0	216	16	36	51	466
26_slice003_frame003	test	scaled_masks_TR	doubleTransferLearn	64069	0	121	0	833	1	1	58	453
26_slice012_frame022	test	scaled_masks_TR	doubleTransferLearn	62791	0	12	0	1703	43	104	29	854
26_slice007_frame004	test	scaled_masks_TR	doubleTransferLearn	63302	0	8	0	1376	47	57	10	736
26_slice013_frame017	test	scaled_masks_TR	doubleTransferLearn	63049	0	64	0	1484	78	33	65	763
28_slice010_frame011	test	scaled_masks_TR	doubleTransferLearn	63449	0	0	0	1236	15	93	59	684
26_slice008_frame018	test	scaled_masks_TR	doubleTransferLearn	63043	0	67	0	1595	13	12	64	742
26_slice002_frame003	test	scaled_masks_TR	doubleTransferLearn	64372	0	33	0	677	7	17	47	383
27_slice006_frame013	test	scaled_masks_TR	doubleTransferLearn	63490	0	58	0	1302	18	104	47	517
26_slice000_frame008	test	scaled_masks_TR	doubleTransferLearn	65536	0	0	0	0	0	0	0	0
27_slice003_frame008	test	scaled_masks_TR	doubleTransferLearn	64437	0	35	0	366	80	77	0	541
26_slice000_frame004	test	scaled_masks_TR	doubleTransferLearn	65517	3	16	0	0	0	0	0	0
27_slice006_frame006	test	scaled_masks_TR	doubleTransferLearn	63743	0	25	0	879	55	101	108	625
26_slice014_frame004	test	scaled_masks_TR	doubleTransferLearn	65536	0	0	0	0	0	0	0	0
27_slice010_frame009	test	scaled_masks_TR	doubleTransferLearn	63643	0	115	0	961	1	50	101	665
28_slice006_frame016	test	scaled_masks_TR	doubleTransferLearn	63517	0	13	0	1294	33	81	40	558
28_slice012_frame009	test	scaled_masks_TR	doubleTransferLearn	65536	0	0	0	0	0	0	0	0
28_slice014_frame007	test	scaled_masks_TR	doubleTransferLearn	65536	0	0	0	0	0	0	0	0
26_slice000_frame005	test	scaled_masks_TR	doubleTransferLearn	65536	0	0	0	0	0	0	0	0
27_slice008_frame004	test	scaled_masks_TR	doubleTransferLearn	63576	0	27	0	1157	74	26	26	650
26_slice004_frame006	test	scaled_masks_TR	doubleTransferLearn	64085	0	60	0	730	38	38	15	570
26_slice002_frame009	test	scaled_masks_TR	doubleTransferLearn	64572	0	108	0	363	0	6	48	439
28_slice003_frame005	test	scaled_masks_TR	doubleTransferLearn	64343	0	67	0	508	1	11	57	549
28_slice010_frame003	test	scaled_masks_TR	doubleTransferLearn	63637	0	91	0	1038	26	16	73	655
26_slice014_frame014	test	scaled_masks_TR	doubleTransferLearn	65536	0	0	0	0	0	0	0	0
28_slice010_frame019	test	scaled_masks_TR	doubleTransferLearn	63212	0	50	0	1469	15	56	93	641
27_slice009_frame001	test	scaled_masks_TR	doubleTransferLearn	63146	0	6	0	1551	21	66	56	690
28_slice004_frame012	test	scaled_masks_TR	doubleTransferLearn	63966	0	9	0	947	22	89	39	464
28_slice001_frame018	test	scaled_masks_TR	doubleTransferLearn	64644	0	1	5	398	91	114	27	256
26_slice012_frame010	test	scaled_masks_TR	doubleTransferLearn	63815	0	52	650	338	8	226	72	375
26_slice006_frame024	test	scaled_masks_TR	doubleTransferLearn	63227	0	31	0	1541	15	19	61	642
26_slice007_frame015	test	scaled_masks_TR	doubleTransferLearn	63241	0	46	0	1477	2	20	65	685
28_slice010_frame007	test	scaled_masks_TR	doubleTransferLearn	63949	0	103	0	728	3	31	55	667
27_slice010_frame011	test	scaled_masks_TR	doubleTransferLearn	63252	0	22	0	1465	46	66	46	639
26_slice010_frame020	test	scaled_masks_TR	doubleTransferLearn	62831	0	80	0	1658	84	137	3	743
27_slice001_frame015	test	scaled_masks_TR	doubleTransferLearn	64578	0	12	0	500	39	93	20	294
27_slice012_frame009	test	scaled_masks_TR	doubleTransferLearn	65536	0	0	0	0	0	0	0	0
27_slice005_frame018	test	scaled_masks_TR	doubleTransferLearn	63765	0	63	0	1186	55	35	9	423
26_slice001_frame011	test	scaled_masks_TR	doubleTransferLearn	64869	0	137	0	171	0	13	82	264
26_slice000_frame019	test	scaled_masks_TR	doubleTransferLearn	65524	0	12	0	0	0	0	0	0
26_slice013_frame008	test	scaled_masks_TR	doubleTransferLearn	63773	0	0	1207	0	0	556	0	0
26_slice002_frame016	test	scaled_masks_TR	doubleTransferLearn	64408	0	12	0	665	25	25	25	376
27_slice000_frame013	test	scaled_masks_TR	doubleTransferLearn	65002	0	22	0	205	61	74	5	167
27_slice006_frame010	test	scaled_masks_TR	doubleTransferLearn	63625	0	37	0	1239	39	47	29	520
28_slice011_frame001	test	scaled_masks_TR	doubleTransferLearn	63589	0	41	0	1239	32	18	34	583
28_slice013_frame008	test	scaled_masks_TR	doubleTransferLearn	65536	0	0	0	0	0	0	0	0
28_slice014_frame012	test	scaled_masks_TR	doubleTransferLearn	65536	0	0	0	0	0	0	0	0
26_slice010_frame008	test	scaled_masks_TR	doubleTransferLearn	63334	0	94	0	968	33	112	46	949
27_slice003_frame018	test	scaled_masks_TR	doubleTransferLearn	64260	0	43	0	757	68	71	13	324
26_slice002_frame010	test	scaled_masks_TR	doubleTransferLearn	64570	0	100	0	323	0	1	62	480
27_slice011_frame007	test	scaled_masks_TR	doubleTransferLearn	65335	83	118	0	0	0	0	0	0
27_slice007_frame002	test	scaled_masks_TR	doubleTransferLearn	63405	0	74	0	1341	30	37	29	620
27_slice000_frame012	test	scaled_masks_TR	doubleTransferLearn	64990	0	0	0	205	69	98	0	174
27_slice005_frame004	test	scaled_masks_TR	doubleTransferLearn	63975	0	76	0	842	53	2	3	585
27_slice006_frame007	test	scaled_masks_TR	doubleTransferLearn	63813	0	121	0	860	0	7	180	555
28_slice003_frame016	test	scaled_masks_TR	doubleTransferLearn	64085	0	8	0	823	31	153	27	409
28_slice012_frame012	test	scaled_masks_TR	doubleTransferLearn	63671	0	43	0	1133	102	36	6	545
27_slice010_frame004	test	scaled_masks_TR	doubleTransferLearn	63696	0	40	0	931	15	47	122	685
26_slice009_frame003	test	scaled_masks_TR	doubleTransferLearn	62991	0	29	0	1519	19	103	61	814
28_slice002_frame015	test	scaled_masks_TR	doubleTransferLearn	64502	0	38	0	580	26	44	17	329
28_slice006_frame001	test	scaled_masks_TR	doubleTransferLearn	63454	0	17	0	1306	20	49	70	620
26_slice000_frame007	test	scaled_masks_TR	doubleTransferLearn	65536	0	0	0	0	0	0	0	0
26_slice011_frame014	test	scaled_masks_TR	doubleTransferLearn	62945	0	27	0	1434	53	166	8	903
27_slice007_frame017	test	scaled_masks_TR	doubleTransferLearn	63300	0	34	0	1435	23	108	37	599
26_slice004_frame015	test	scaled_masks_TR	doubleTransferLearn	63899	0	37	0	1005	8	82	37	468
27_slice012_frame016	test	scaled_masks_TR	doubleTransferLearn	63504	0	2	0	1236	16	75	68	635
27_slice011_frame006	test	scaled_masks_TR	doubleTransferLearn	65530	2	4	0	0	0	0	0	0
